ARVI,EVI,MNDVI,MNDWI,NDMI,NDVI,NDWI,NMDI,RDI,RECI,SAVI,TVI,SeasonYear,DayOfSeason,Year,Month,District,Drought
0.2223441446,4.986461253,-0.5822744697,-0.3139288389,-0.03199620297,0.2281608617,-0.2834400551,0.5724237371,3.977185529,0.5682085788,0.4106132528,0.8507030853,2017,8,2016,10,Jodhpur,0
0.1623066097,3.157837818,-0.5729960546,-0.2942074851,-0.04785018332,0.1707470022,-0.2493988776,0.5918563643,3.742847004,0.4021266209,0.3072941811,0.8181192305,2017,8,2016,10,Jodhpur,0
0.2434014592,7.580962091,-0.6743412987,-0.3063462642,-0.04829880156,0.2452979746,-0.2617821439,0.5002485396,5.221551135,0.6073205978,0.4414494521,0.8628594344,2017,8,2016,10,Jodhpur,0
0.2415183255,4.586499714,-0.6748991412,-0.3057847215,-0.04864694729,0.2435709541,-0.2609449291,0.5032298324,5.231240939,0.6022661666,0.4383416111,0.8618584941,2017,8,2016,10,Jodhpur,0
0.2452299074,4.81278884,-0.5865801549,-0.3168609748,-0.02970346423,0.2494000425,-0.2885101966,0.5641164481,4.043791456,0.6152189803,0.448832424,0.8636849613,2017,8,2016,10,Jodhpur,0
0.2082139298,3.989890012,-0.5631616966,-0.3071536247,-0.0284536079,0.2148370237,-0.2800505105,0.5797312938,3.700263339,0.5228681687,0.3866374981,0.8436901696,2017,8,2016,10,Jodhpur,0
0.235263823,4.184661056,-0.5989278987,-0.3359436374,-0.05355053881,0.2398423684,-0.2864533195,0.5494782819,4.097928962,0.569949365,0.431629373,0.8587733324,2017,8,2016,10,Jodhpur,0
0.2139301021,3.69039645,-0.6009345466,-0.3130068932,-0.04510577033,0.2193332005,-0.2706520621,0.5769850632,4.125211514,0.5388322257,0.3947220353,0.8465523707,2017,8,2016,10,Jodhpur,0
0.2223441446,4.986461253,-0.5822744697,-0.3139288389,-0.03199620297,0.2281608617,-0.2834400551,0.5724237371,3.977185529,0.5682085788,0.4106132528,0.8507030853,2017,8,2016,10,Jodhpur,0
0.1623066097,3.157837818,-0.5729960546,-0.2942074851,-0.04785018332,0.1707470022,-0.2493988776,0.5918563643,3.742847004,0.4021266209,0.3072941811,0.8181192305,2017,8,2016,10,Jodhpur,0
0.2434014592,7.580962091,-0.6743412987,-0.3063462642,-0.04829880156,0.2452979746,-0.2617821439,0.5002485396,5.221551135,0.6073205978,0.4414494521,0.8628594344,2017,8,2016,10,Jodhpur,0
0.2415183255,4.586499714,-0.6748991412,-0.3057847215,-0.04864694729,0.2435709541,-0.2609449291,0.5032298324,5.231240939,0.6022661666,0.4383416111,0.8618584941,2017,8,2016,10,Jodhpur,0
0.2452299074,4.81278884,-0.5865801549,-0.3168609748,-0.02970346423,0.2494000425,-0.2885101966,0.5641164481,4.043791456,0.6152189803,0.448832424,0.8636849613,2017,8,2016,10,Jodhpur,0
0.2082139298,3.989890012,-0.5631616966,-0.3071536247,-0.0284536079,0.2148370237,-0.2800505105,0.5797312938,3.700263339,0.5228681687,0.3866374981,0.8436901696,2017,8,2016,10,Jodhpur,0
0.235263823,4.184661056,-0.5989278987,-0.3359436374,-0.05355053881,0.2398423684,-0.2864533195,0.5494782819,4.097928962,0.569949365,0.431629373,0.8587733324,2017,8,2016,10,Jodhpur,0
0.2139301021,3.69039645,-0.6009345466,-0.3130068932,-0.04510577033,0.2193332005,-0.2706520621,0.5769850632,4.125211514,0.5388322257,0.3947220353,0.8465523707,2017,8,2016,10,Jodhpur,0
0.2262267372,3.970156755,-0.5783672707,-0.345234655,-0.06955657418,0.2304289525,-0.282290591,0.5558404541,3.806448971,0.5094158205,0.4146976363,0.8540274861,2017,25,2016,10,Jodhpur,0
0.2253181433,4.200376376,-0.5786320915,-0.3445574178,-0.06930468668,0.2295274885,-0.2818174982,0.5578389174,3.808523389,0.5087816428,0.4130752386,0.8534924397,2017,25,2016,10,Jodhpur,0
0.2060848543,3.865028127,-0.5559467783,-0.3351298713,-0.06337703352,0.2115755895,-0.2771308674,0.5817187635,3.579649557,0.4631401945,0.3807683956,0.8425580999,2017,25,2016,10,Jodhpur,0
0.1801337183,3.750227667,-0.5482311938,-0.3118037771,-0.05564221934,0.1874144237,-0.2599090864,0.6169919971,3.528181382,0.4184888858,0.3372896707,0.8275354915,2017,25,2016,10,Jodhpur,0
